29,5979,3.4
30,5979,3.4
31,6068,3.4
28,6071,3
29,6095,3.7
30,6133,4
31,6133,3
32,6133,2.4
28,6159,4
29,6169,4
30,6175,3.7
31,6185,4
32,6185,4
29,6186,3.4
30,6190,4
31,6190,4
32,6196,3.4
33,6208,4
29,6211,4
30,6215,4
31,6218,2
32,6224,2.4
33,6233,4
30,6243,2.4
31,6299,3.7
32,6309,4
33,6325,2
34,6350,3.7
30,6383,4
31,6567,3.7
32,6591,3.4
33,6599,3.7
34,6667,3
31,6674,3
32,6743,3.4
33,6747,4
34,6804,4
35,6832,3.7
31,6832,3
32,6832,2.7
33,6838,4
34,6838,3.7
35,6840,4
32,6840,3.4
33,6843,2.7
34,6873,4
35,6873,4
36,6886,2.7
32,6915,4
33,6920,3
34,6920,2.4
35,6928,4
36,6939,3
33,6967,4
34,6967,3.7
35,6967,3.7
36,6967,3
37,7039,4
33,7043,3.7
34,7043,2
35,7045,3
36,7046,4
37,7046,4
34,7053,2.4
35,7054,2
36,7055,4
37,7055,3
38,7055,3
34,7060,2
35,7070,3.7
36,7070,2
37,7094,3.7
38,7094,3
35,7098,4
36,7098,3.4
37,7098,3
38,7110,2.7
39,7112,3.4
35,7168,3
36,7225,3
37,7226,2.7
38,7229,2.7
39,7237,4
36,7239,2
37,7248,4
38,7261,4
39,7261,4
40,7262,3
36,7270,3.4
37,7272,4
38,7272,4
39,7272,4
40,7272,3
37,7310,4
38,7332,3.7
39,7332,3.4
40,7345,3
41,7434,3.4
37,7434,3
38,7473,3.7
39,7473,3.7
40,7473,3.7
41,7475,3
38,7475,3
39,7539,4
40,7568,3.7
41,7587,3
42,7588,3.7
38,7588,3
39,7592,3
40,7682,3.7
41,7696,4
42,7698,4
39,7698,4
40,7933,4
41,7949,3
42,7966,3.7
43,7966,3.4
39,7970,4
40,7983,3
41,7994,4
42,8015,4
43,8032,3.7
40,8032,3.7
41,8035,3.4
42,8084,4
43,8090,4
44,8090,4
40,8252,4
41,8293,3
42,8300,4
43,8301,4
44,8301,3
41,8308,2.4
42,8345,4
43,8345,3
44,8360,2
45,8394,2.4
41,8394,2
42,8484,3
43,8490,4
44,8491,2.4
45,8523,2
42,8633,3.7
43,8647,3.4
44,8647,2.7
45,8656,3.7
46,8670,3
42,8671,4
43,8676,3
44,8676,3
45,8680,4
46,8693,4
43,8755,4
44,8859,4
45,8859,2
46,8892,2.7
47,8912,3
43,8953,3.4
44,8955,4
45,8960,4
46,8980,2
47,9014,4
44,9021,4
45,9021,3
46,9062,3.4
47,9083,4
48,9102,4
44,9110,4
45,9116,4
46,9127,4
47,9138,4
48,9165,2.4
45,9172,3
46,9203,3
47,9265,3.4
48,9288,3
49,9288,3
45,9375,4
46,9380,4
47,9380,3.7
48,9380,3.7
49,9380,3
46,9380,2
47,9386,4
48,9386,3.7
49,9387,4
50,9397,4
46,9545,2.4
47,9688,3
48,9688,3
49,9695,4
50,9902,4
47,9902,2
48,9904,4
49,9919,4
50,10021,4
51,10035,4
47,10039,3.4
48,10039,3
49,10586,2.7
50,10598,3.7
51,10657,2
48,10684,4
49,10684,4
50,10684,4
51,10684,4
52,10684,3
48,10684,3
49,10684,3
50,10684,3
51,10684,3
52,10684,3
49,10684,3
50,10684,3
51,10684,3
52,10684,3
53,10684,3
49,10684,3
50,10686,3
51,10686,3
52,10686,3
53,10686,3
50,10686,3
51,10686,3
52,10956,2.4
53,10982,4
54,11231,3.7
50,11258,2.7
51,11321,4
52,11392,4
53,11392,2
54,11523,4
51,11603,4
52,11603,3
53,11625,4
54,11625,4
55,11723,4
51,11723,4
52,11744,4
53,11771,3.4
54,11771,3
55,11903,4
52,11934,3
53,12018,4
54,12018,4
55,12044,4
56,12077,3
52,12096,4
53,12247,4
54,12247,4
55,12247,4
56,12321,3.7
53,12321,2.7
54,12387,4
55,12411,4
56,12412,4
57,12412,4
53,12414,2
54,12418,3.7
55,12430,4
56,12452,3.7
57,12530,3.7
54,12531,4
55,12549,3
56,12558,2.7
57,12570,3.7
58,12588,2
54,12590,4
55,12602,4
56,12608,3.7
57,12757,2
58,12797,4
55,12808,4
56,12815,3.7
57,12821,4
58,12843,2.7
59,12870,4
55,12922,4
56,12922,3.4
57,12926,2
58,13047,3.7
59,13047,3.7
56,13063,3
57,13064,4
58,13071,4
59,13071,4
60,13071,4
56,13071,4
57,13165,4
58,13217,4
59,13250,2.7
